Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,S071-004,LMG_23826,25MDFML003374-2A,MOD1_WNTSBCO4,10_6_2001,716,CS-42,CFSAN145334,CRZK,bq,CFSAN080751,1011-04,CFSAN142785,CS6162,CH43,CH65,CH44,CFSAN141446,CH84,CFSAN080747,25MDFML003369-4A,CS291,KubGAU_B-268,CFSAN129441,cro810A3,cro1489B1,HA18074,CFSAN141625,25MDFML004503-1A,25MDFML003369-3A,CH45,SC16,MOD1_LR736,CE52,CFSAN140976,CFSAN138565,CFSAN135223,S054-001,S053-001
ppiC,ppiC,Peptidyl-prolyl cis-trans isomerase C,39,39,1,1,5941,,,,282,282,282,COBAIANA_04070,NCDGGIKE_03692,KEJBGJNJ_04051,JELDIHCN_04126,PBHEHNGA_03468,DALMCLCA_01857,ONIJJAOC_01703,OLEGOONE_03876,CMJCGDBJ_04381,FDIPHMPI_00188,GAFMEKNJ_03665,JJCAEOCL_02399,FIMNDECN_03690,BOLFLKJN_02295,MONHGDDE_01355,HENDCIDF_01596,BGHDJHLL_01316,MLDDBGFK_03904,OBCFPDNM_01608,PDLMEAGH_03558,MIEBPKLG_03955,FAKIMOAG_04095,AAJLDHNL_03876,HFELHBKN_01457,FPIHAPOB_03272,PLNCNKBH_02783,IMMFCMMB_01057,BDMJLJKB_03756,MDDFFGJE_03692,ADGPNKPL_03733,MFAJDMJN_01264,HOGJFGMH_01422,BFJHMAPM_02952,JFGMPIEF_01087,DOHFHPBA_04010,OAICLECK_03253,HGGDPEND_03942,PGNFGNII_03774,PDCFMNHJ_03699
ihfB,ihfB,Integration host factor subunit beta,39,39,1,1,5933,,,,285,285,285,COBAIANA_03323,NCDGGIKE_02489,KEJBGJNJ_00436,JELDIHCN_00334,PBHEHNGA_00495,DALMCLCA_04157,ONIJJAOC_02262,OLEGOONE_02245,CMJCGDBJ_01590,FDIPHMPI_01367,GAFMEKNJ_01010,JJCAEOCL_02074,FIMNDECN_02398,BOLFLKJN_02103,MONHGDDE_01863,HENDCIDF_00296,BGHDJHLL_02447,MLDDBGFK_02989,OBCFPDNM_00315,PDLMEAGH_00829,MIEBPKLG_00066,FAKIMOAG_01040,AAJLDHNL_01765,HFELHBKN_00872,FPIHAPOB_01990,PLNCNKBH_02724,IMMFCMMB_01583,BDMJLJKB_00066,MDDFFGJE_02176,ADGPNKPL_00066,MFAJDMJN_02534,HOGJFGMH_01024,BFJHMAPM_01536,JFGMPIEF_01017,DOHFHPBA_00727,OAICLECK_00031,HGGDPEND_00636,PGNFGNII_00727,PDCFMNHJ_00726
rplY,rplY,50S ribosomal protein L25,39,39,1,1,5932,,,,285,285,285,COBAIANA_00194,NCDGGIKE_01186,KEJBGJNJ_01802,JELDIHCN_03254,PBHEHNGA_03339,DALMCLCA_00477,ONIJJAOC_00964,OLEGOONE_03054,CMJCGDBJ_00993,FDIPHMPI_02579,GAFMEKNJ_01830,JJCAEOCL_00475,FIMNDECN_03394,BOLFLKJN_04089,MONHGDDE_00614,HENDCIDF_01144,BGHDJHLL_01168,MLDDBGFK_00510,OBCFPDNM_00079,PDLMEAGH_02017,MIEBPKLG_02658,FAKIMOAG_03107,AAJLDHNL_01006,HFELHBKN_01309,FPIHAPOB_03644,PLNCNKBH_04144,IMMFCMMB_00309,BDMJLJKB_01622,MDDFFGJE_01672,ADGPNKPL_02191,MFAJDMJN_01204,HOGJFGMH_03771,BFJHMAPM_04247,JFGMPIEF_01473,DOHFHPBA_03001,OAICLECK_03789,HGGDPEND_02129,PGNFGNII_03626,PDCFMNHJ_02722
group_2759,,hypothetical protein,39,39,1,1,5931,,,,285,285,285,COBAIANA_00075,NCDGGIKE_01081,KEJBGJNJ_01910,JELDIHCN_01372,PBHEHNGA_01936,DALMCLCA_00369,ONIJJAOC_01072,OLEGOONE_03703,CMJCGDBJ_03611,FDIPHMPI_02745,GAFMEKNJ_01159,JJCAEOCL_00585,FIMNDECN_00691,BOLFLKJN_04026,MONHGDDE_03810,HENDCIDF_00603,BGHDJHLL_03661,MLDDBGFK_00668,OBCFPDNM_04101,PDLMEAGH_01879,MIEBPKLG_02766,FAKIMOAG_03686,AAJLDHNL_00847,HFELHBKN_03573,FPIHAPOB_00194,PLNCNKBH_03283,IMMFCMMB_00201,BDMJLJKB_01780,MDDFFGJE_01780,ADGPNKPL_02299,MFAJDMJN_03551,HOGJFGMH_03035,BFJHMAPM_00104,JFGMPIEF_01365,DOHFHPBA_02835,OAICLECK_01704,HGGDPEND_01964,PGNFGNII_03062,PDCFMNHJ_02557
hpf,hpf,Ribosome hibernation promoting factor,39,39,1,1,5926,,,,288,288,288,COBAIANA_03940,NCDGGIKE_03518,KEJBGJNJ_03010,JELDIHCN_01112,PBHEHNGA_02675,DALMCLCA_01033,ONIJJAOC_01388,OLEGOONE_03410,CMJCGDBJ_03090,FDIPHMPI_00365,GAFMEKNJ_00370,JJCAEOCL_00759,FIMNDECN_02686,BOLFLKJN_03126,MONHGDDE_01050,HENDCIDF_00790,BGHDJHLL_00066,MLDDBGFK_02859,OBCFPDNM_01412,PDLMEAGH_01602,MIEBPKLG_02048,FAKIMOAG_01832,AAJLDHNL_02663,HFELHBKN_01703,FPIHAPOB_00791,PLNCNKBH_02074,IMMFCMMB_02988,BDMJLJKB_02603,MDDFFGJE_00410,ADGPNKPL_03498,MFAJDMJN_00066,HOGJFGMH_01772,BFJHMAPM_03368,JFGMPIEF_00486,DOHFHPBA_02277,OAICLECK_02659,HGGDPEND_03174,PGNFGNII_01651,PDCFMNHJ_01180
group_2755,,hypothetical protein,39,39,1,1,5925,,,,288,288,288,COBAIANA_03892,NCDGGIKE_03470,KEJBGJNJ_02962,JELDIHCN_01064,PBHEHNGA_02627,DALMCLCA_00985,ONIJJAOC_01340,OLEGOONE_03362,CMJCGDBJ_03028,FDIPHMPI_00413,GAFMEKNJ_00322,JJCAEOCL_00711,FIMNDECN_02638,BOLFLKJN_03174,MONHGDDE_01002,HENDCIDF_00742,BGHDJHLL_00114,MLDDBGFK_02811,OBCFPDNM_01460,PDLMEAGH_01554,MIEBPKLG_02000,FAKIMOAG_01784,AAJLDHNL_02711,HFELHBKN_01655,FPIHAPOB_00607,PLNCNKBH_02026,IMMFCMMB_02940,BDMJLJKB_02555,MDDFFGJE_00362,ADGPNKPL_03450,MFAJDMJN_00114,HOGJFGMH_01820,BFJHMAPM_03416,JFGMPIEF_00534,DOHFHPBA_02229,OAICLECK_02611,HGGDPEND_03126,PGNFGNII_01603,PDCFMNHJ_01132
group_2746,,hypothetical protein,39,39,1,1,5916,,,,291,291,291,COBAIANA_02267,NCDGGIKE_00547,KEJBGJNJ_02275,JELDIHCN_03262,PBHEHNGA_01109,DALMCLCA_03302,ONIJJAOC_03115,OLEGOONE_00216,CMJCGDBJ_01911,FDIPHMPI_03208,GAFMEKNJ_01337,JJCAEOCL_00163,FIMNDECN_01048,BOLFLKJN_02238,MONHGDDE_03274,HENDCIDF_03075,BGHDJHLL_03219,MLDDBGFK_00165,OBCFPDNM_03633,PDLMEAGH_00594,MIEBPKLG_02275,FAKIMOAG_02131,AAJLDHNL_00271,HFELHBKN_00275,FPIHAPOB_02060,PLNCNKBH_00039,IMMFCMMB_02290,BDMJLJKB_00638,MDDFFGJE_00598,ADGPNKPL_01504,MFAJDMJN_03224,HOGJFGMH_02536,BFJHMAPM_01282,JFGMPIEF_03234,DOHFHPBA_01508,OAICLECK_02006,HGGDPEND_01560,PGNFGNII_00960,PDCFMNHJ_01409
group_2745,,hypothetical protein,39,39,1,1,5915,,,,291,291,291,COBAIANA_02011,NCDGGIKE_00797,KEJBGJNJ_04081,JELDIHCN_00796,PBHEHNGA_00862,DALMCLCA_03090,ONIJJAOC_03341,OLEGOONE_04079,CMJCGDBJ_02193,FDIPHMPI_02993,GAFMEKNJ_00702,JJCAEOCL_03603,FIMNDECN_03962,BOLFLKJN_03574,MONHGDDE_02170,HENDCIDF_02366,BGHDJHLL_01478,MLDDBGFK_03758,OBCFPDNM_02264,PDLMEAGH_00331,MIEBPKLG_04052,FAKIMOAG_02368,AAJLDHNL_00024,HFELHBKN_03215,FPIHAPOB_02403,PLNCNKBH_02653,IMMFCMMB_02521,BDMJLJKB_03607,MDDFFGJE_04159,ADGPNKPL_03997,MFAJDMJN_01481,HOGJFGMH_02310,BFJHMAPM_04135,JFGMPIEF_00134,DOHFHPBA_01295,OAICLECK_03392,HGGDPEND_01347,PGNFGNII_03811,PDCFMNHJ_03736
yhbY,yhbY,RNA-binding protein YhbY,39,39,1,1,5909,,,,294,294,294,COBAIANA_03915,NCDGGIKE_03493,KEJBGJNJ_02985,JELDIHCN_01087,PBHEHNGA_02650,DALMCLCA_01008,ONIJJAOC_01363,OLEGOONE_03385,CMJCGDBJ_03115,FDIPHMPI_00390,GAFMEKNJ_00345,JJCAEOCL_00734,FIMNDECN_02661,BOLFLKJN_03151,MONHGDDE_01025,HENDCIDF_00765,BGHDJHLL_00091,MLDDBGFK_02834,OBCFPDNM_01437,PDLMEAGH_01577,MIEBPKLG_02023,FAKIMOAG_01807,AAJLDHNL_02688,HFELHBKN_01678,FPIHAPOB_00816,PLNCNKBH_02049,IMMFCMMB_02963,BDMJLJKB_02578,MDDFFGJE_00385,ADGPNKPL_03473,MFAJDMJN_00091,HOGJFGMH_01797,BFJHMAPM_03393,JFGMPIEF_00511,DOHFHPBA_02252,OAICLECK_02634,HGGDPEND_03149,PGNFGNII_01626,PDCFMNHJ_01155
group_2739,,hypothetical protein,39,39,1,1,5908,,,,294,294,294,COBAIANA_03364,NCDGGIKE_03728,KEJBGJNJ_03154,JELDIHCN_00628,PBHEHNGA_03083,DALMCLCA_01420,ONIJJAOC_03640,OLEGOONE_03609,CMJCGDBJ_00085,FDIPHMPI_03730,GAFMEKNJ_01964,JJCAEOCL_01673,FIMNDECN_02496,BOLFLKJN_00664,MONHGDDE_00790,HENDCIDF_04396,BGHDJHLL_00637,MLDDBGFK_03127,OBCFPDNM_04390,PDLMEAGH_01443,MIEBPKLG_03256,FAKIMOAG_02560,AAJLDHNL_02898,HFELHBKN_00811,FPIHAPOB_02394,PLNCNKBH_03331,IMMFCMMB_04064,BDMJLJKB_03025,MDDFFGJE_03018,ADGPNKPL_03599,MFAJDMJN_00637,HOGJFGMH_03240,BFJHMAPM_03870,JFGMPIEF_00341,DOHFHPBA_03275,OAICLECK_02541,HGGDPEND_01111,PGNFGNII_02693,PDCFMNHJ_02225
group_2737,,hypothetical protein,39,39,1,1,5906,,,,294,294,294,COBAIANA_01847,NCDGGIKE_02661,KEJBGJNJ_00600,JELDIHCN_00498,PBHEHNGA_00099,DALMCLCA_00246,ONIJJAOC_02443,OLEGOONE_00632,CMJCGDBJ_03981,FDIPHMPI_01201,GAFMEKNJ_00873,JJCAEOCL_02880,FIMNDECN_00419,BOLFLKJN_00482,MONHGDDE_02027,HENDCIDF_00131,BGHDJHLL_02611,MLDDBGFK_03415,OBCFPDNM_00479,PDLMEAGH_01048,MIEBPKLG_00713,FAKIMOAG_00866,AAJLDHNL_01601,HFELHBKN_00058,FPIHAPOB_03125,PLNCNKBH_00796,IMMFCMMB_01382,BDMJLJKB_02872,MDDFFGJE_00999,ADGPNKPL_00710,MFAJDMJN_02369,HOGJFGMH_01190,BFJHMAPM_01700,JFGMPIEF_03745,DOHFHPBA_00891,OAICLECK_02275,HGGDPEND_02238,PGNFGNII_03411,PDCFMNHJ_03292
flgM,flgM,Negative regulator of flagellin synthesis,39,39,1,1,5905,,,,294,294,294,COBAIANA_01388,NCDGGIKE_02369,KEJBGJNJ_00321,JELDIHCN_00219,PBHEHNGA_00610,DALMCLCA_04042,ONIJJAOC_02147,OLEGOONE_01512,CMJCGDBJ_03310,FDIPHMPI_01480,GAFMEKNJ_02517,JJCAEOCL_00278,FIMNDECN_03486,BOLFLKJN_01903,MONHGDDE_01748,HENDCIDF_00411,BGHDJHLL_02332,MLDDBGFK_01622,OBCFPDNM_00200,PDLMEAGH_02427,MIEBPKLG_00181,FAKIMOAG_01158,AAJLDHNL_02336,HFELHBKN_01808,FPIHAPOB_02246,PLNCNKBH_02465,IMMFCMMB_01698,BDMJLJKB_00181,MDDFFGJE_02291,ADGPNKPL_00181,MFAJDMJN_02649,HOGJFGMH_00912,BFJHMAPM_00336,JFGMPIEF_00902,DOHFHPBA_00612,OAICLECK_00146,HGGDPEND_00751,PGNFGNII_00612,PDCFMNHJ_00611
fis,fis,DNA-binding protein Fis,39,39,1,1,5901,,,,297,297,297,COBAIANA_03954,NCDGGIKE_03566,KEJBGJNJ_03062,JELDIHCN_01164,PBHEHNGA_02727,DALMCLCA_01085,ONIJJAOC_01816,OLEGOONE_03422,CMJCGDBJ_01813,FDIPHMPI_00312,GAFMEKNJ_03501,JJCAEOCL_00811,FIMNDECN_02738,BOLFLKJN_03291,MONHGDDE_01102,HENDCIDF_00842,BGHDJHLL_00014,MLDDBGFK_02911,OBCFPDNM_01360,PDLMEAGH_03467,MIEBPKLG_02100,FAKIMOAG_01883,AAJLDHNL_02611,HFELHBKN_02088,FPIHAPOB_00659,PLNCNKBH_02564,IMMFCMMB_03040,BDMJLJKB_02655,MDDFFGJE_00462,ADGPNKPL_03550,MFAJDMJN_00014,HOGJFGMH_01720,BFJHMAPM_03316,JFGMPIEF_04116,DOHFHPBA_02329,OAICLECK_02711,HGGDPEND_03226,PGNFGNII_01703,PDCFMNHJ_01232
group_2732,,hypothetical protein,39,39,1,1,5899,,,,297,297,297,COBAIANA_01468,NCDGGIKE_03006,KEJBGJNJ_00951,JELDIHCN_02111,PBHEHNGA_04159,DALMCLCA_00689,ONIJJAOC_03542,OLEGOONE_02817,CMJCGDBJ_01150,FDIPHMPI_00825,GAFMEKNJ_01784,JJCAEOCL_02602,FIMNDECN_00045,BOLFLKJN_01005,MONHGDDE_03539,HENDCIDF_03777,BGHDJHLL_03790,MLDDBGFK_04296,OBCFPDNM_03331,PDLMEAGH_03685,MIEBPKLG_01065,FAKIMOAG_02808,AAJLDHNL_02061,HFELHBKN_04173,FPIHAPOB_02144,PLNCNKBH_01200,IMMFCMMB_03665,BDMJLJKB_04294,MDDFFGJE_03752,ADGPNKPL_01061,MFAJDMJN_03794,HOGJFGMH_03657,BFJHMAPM_02642,JFGMPIEF_03360,DOHFHPBA_01249,OAICLECK_03438,HGGDPEND_01867,PGNFGNII_02028,PDCFMNHJ_03628
group_2731,,hypothetical protein,39,39,1,1,5897,,,,297,297,297,COBAIANA_00284,NCDGGIKE_01282,KEJBGJNJ_01713,JELDIHCN_03165,PBHEHNGA_03864,DALMCLCA_00566,ONIJJAOC_00878,OLEGOONE_03324,CMJCGDBJ_02715,FDIPHMPI_02491,GAFMEKNJ_02403,JJCAEOCL_03422,FIMNDECN_02853,BOLFLKJN_03866,MONHGDDE_00524,HENDCIDF_01054,BGHDJHLL_01541,MLDDBGFK_04046,OBCFPDNM_01209,PDLMEAGH_02314,MIEBPKLG_03676,FAKIMOAG_03207,AAJLDHNL_01096,HFELHBKN_03550,FPIHAPOB_00450,PLNCNKBH_02948,IMMFCMMB_00399,BDMJLJKB_03896,MDDFFGJE_03927,ADGPNKPL_03435,MFAJDMJN_02058,HOGJFGMH_03869,BFJHMAPM_04337,JFGMPIEF_01560,DOHFHPBA_03090,OAICLECK_03049,HGGDPEND_03399,PGNFGNII_02170,PDCFMNHJ_01702
ihfA,ihfA,Integration host factor subunit alpha,39,39,1,1,5890,,,,300,300,300,COBAIANA_01245,NCDGGIKE_02221,KEJBGJNJ_00174,JELDIHCN_00072,PBHEHNGA_00757,DALMCLCA_03895,ONIJJAOC_02003,OLEGOONE_01369,CMJCGDBJ_02155,FDIPHMPI_01632,GAFMEKNJ_02028,JJCAEOCL_00420,FIMNDECN_03349,BOLFLKJN_01538,MONHGDDE_02205,HENDCIDF_00948,BGHDJHLL_00796,MLDDBGFK_01769,OBCFPDNM_00679,PDLMEAGH_01317,MIEBPKLG_00328,FAKIMOAG_01345,AAJLDHNL_02189,HFELHBKN_00444,FPIHAPOB_01519,25_refound_721,IMMFCMMB_01845,BDMJLJKB_00328,MDDFFGJE_02624,ADGPNKPL_00328,MFAJDMJN_00792,HOGJFGMH_00727,BFJHMAPM_00483,JFGMPIEF_00758,DOHFHPBA_00465,OAICLECK_00293,HGGDPEND_00898,PGNFGNII_00465,PDCFMNHJ_00464
aaaT,aaaT,L-amino acid N-acetyltransferase AaaT,39,39,1,1,5885,,,,498,501,498.0769231,COBAIANA_03002,NCDGGIKE_00100,KEJBGJNJ_03538,JELDIHCN_03776,PBHEHNGA_02988,DALMCLCA_01297,ONIJJAOC_03960,OLEGOONE_01842,CMJCGDBJ_02888,FDIPHMPI_03647,GAFMEKNJ_01540,JJCAEOCL_00967,FIMNDECN_02254,BOLFLKJN_00758,MONHGDDE_00939,HENDCIDF_01248,BGHDJHLL_00920,MLDDBGFK_03275,OBCFPDNM_00984,PDLMEAGH_01209,MIEBPKLG_03360,FAKIMOAG_02652,AAJLDHNL_03220,HFELHBKN_01269,FPIHAPOB_03462,PLNCNKBH_02542,IMMFCMMB_04157,BDMJLJKB_03154,MDDFFGJE_02759,ADGPNKPL_02867,MFAJDMJN_00917,HOGJFGMH_03331,BFJHMAPM_01073,JFGMPIEF_00195,DOHFHPBA_03393,OAICLECK_02894,HGGDPEND_01229,PGNFGNII_02811,PDCFMNHJ_02343
rplW,rplW,50S ribosomal protein L23,39,39,1,1,5876,,,,303,303,303,COBAIANA_02903,NCDGGIKE_00200,KEJBGJNJ_04166,JELDIHCN_01214,PBHEHNGA_04099,DALMCLCA_03495,ONIJJAOC_01916,OLEGOONE_01743,CMJCGDBJ_04213,FDIPHMPI_03544,GAFMEKNJ_03762,JJCAEOCL_01070,FIMNDECN_04155,BOLFLKJN_04007,MONHGDDE_02329,HENDCIDF_02511,BGHDJHLL_02130,MLDDBGFK_04193,OBCFPDNM_02407,PDLMEAGH_03712,MIEBPKLG_04130,FAKIMOAG_04298,AAJLDHNL_04257,HFELHBKN_03506,FPIHAPOB_02774,PLNCNKBH_03196,IMMFCMMB_01163,BDMJLJKB_04189,MDDFFGJE_04392,ADGPNKPL_04119,MFAJDMJN_02165,HOGJFGMH_01615,BFJHMAPM_03237,JFGMPIEF_00062,DOHFHPBA_04157,OAICLECK_04035,HGGDPEND_04087,PGNFGNII_04054,PDCFMNHJ_02445
yqjD,yqjD,putative protein YqjD,39,39,1,1,5875,,,,303,303,303,COBAIANA_02508,NCDGGIKE_03445,KEJBGJNJ_02929,JELDIHCN_01031,PBHEHNGA_02593,DALMCLCA_00952,ONIJJAOC_01307,OLEGOONE_00995,CMJCGDBJ_02787,FDIPHMPI_00446,GAFMEKNJ_00289,JJCAEOCL_00678,FIMNDECN_03945,BOLFLKJN_02894,MONHGDDE_02764,HENDCIDF_00709,BGHDJHLL_00147,MLDDBGFK_02778,OBCFPDNM_02167,PDLMEAGH_01519,MIEBPKLG_01967,FAKIMOAG_01749,AAJLDHNL_02744,HFELHBKN_03089,FPIHAPOB_02656,PLNCNKBH_03721,IMMFCMMB_02907,BDMJLJKB_02522,MDDFFGJE_00329,ADGPNKPL_01138,MFAJDMJN_00147,HOGJFGMH_01855,BFJHMAPM_03449,JFGMPIEF_02641,DOHFHPBA_02195,OAICLECK_03841,HGGDPEND_03092,PGNFGNII_01569,PDCFMNHJ_01098
group_2713,,hypothetical protein,39,39,1,1,5874,,,,303,303,303,COBAIANA_02390,NCDGGIKE_00422,KEJBGJNJ_02424,JELDIHCN_03924,PBHEHNGA_02393,DALMCLCA_01711,ONIJJAOC_03819,OLEGOONE_00357,CMJCGDBJ_01689,FDIPHMPI_03319,GAFMEKNJ_00139,JJCAEOCL_04096,FIMNDECN_01164,BOLFLKJN_03201,MONHGDDE_04337,HENDCIDF_03934,BGHDJHLL_04125,MLDDBGFK_00293,OBCFPDNM_00883,PDLMEAGH_00117,MIEBPKLG_02424,FAKIMOAG_02007,AAJLDHNL_00407,HFELHBKN_00591,FPIHAPOB_00064,PLNCNKBH_02747,IMMFCMMB_02139,BDMJLJKB_00766,MDDFFGJE_00747,ADGPNKPL_01653,MFAJDMJN_04131,HOGJFGMH_02659,BFJHMAPM_02855,JFGMPIEF_02596,DOHFHPBA_01635,OAICLECK_01820,HGGDPEND_02410,PGNFGNII_01087,PDCFMNHJ_01536
group_2712,,hypothetical protein,39,39,1,1,5873,,,,303,303,303,COBAIANA_02372,NCDGGIKE_00438,KEJBGJNJ_02406,JELDIHCN_03942,PBHEHNGA_02375,DALMCLCA_01729,ONIJJAOC_03801,OLEGOONE_00339,CMJCGDBJ_01707,FDIPHMPI_03301,GAFMEKNJ_00121,JJCAEOCL_04251,FIMNDECN_01146,BOLFLKJN_03219,MONHGDDE_04319,HENDCIDF_03952,BGHDJHLL_04143,MLDDBGFK_00275,OBCFPDNM_00901,PDLMEAGH_00099,MIEBPKLG_02406,FAKIMOAG_02025,AAJLDHNL_00389,HFELHBKN_00573,FPIHAPOB_00082,PLNCNKBH_04166,IMMFCMMB_02157,BDMJLJKB_00748,MDDFFGJE_00729,ADGPNKPL_01635,MFAJDMJN_04149,HOGJFGMH_02641,BFJHMAPM_02873,JFGMPIEF_02614,DOHFHPBA_01617,OAICLECK_01802,HGGDPEND_02392,PGNFGNII_01069,PDCFMNHJ_01518
nuoK,nuoK,NADH-quinone oxidoreductase subunit K,39,39,1,1,5871,,,,303,303,303,COBAIANA_00133,NCDGGIKE_01141,KEJBGJNJ_01852,JELDIHCN_01314,PBHEHNGA_03389,DALMCLCA_00427,ONIJJAOC_01014,OLEGOONE_03182,CMJCGDBJ_01106,FDIPHMPI_02687,GAFMEKNJ_01101,JJCAEOCL_00527,FIMNDECN_00633,BOLFLKJN_01824,MONHGDDE_01503,HENDCIDF_00545,BGHDJHLL_03719,MLDDBGFK_00610,OBCFPDNM_04159,PDLMEAGH_01821,MIEBPKLG_02708,FAKIMOAG_03745,AAJLDHNL_00905,HFELHBKN_00735,FPIHAPOB_02452,PLNCNKBH_02995,IMMFCMMB_00259,BDMJLJKB_01722,MDDFFGJE_01722,ADGPNKPL_02241,MFAJDMJN_03493,HOGJFGMH_03093,BFJHMAPM_00046,JFGMPIEF_01423,DOHFHPBA_02893,OAICLECK_01646,HGGDPEND_02022,PGNFGNII_03004,PDCFMNHJ_02615
rpsN,rpsN,30S ribosomal protein S14,39,39,1,1,5863,,,,306,306,306,COBAIANA_02892,NCDGGIKE_00211,KEJBGJNJ_04177,JELDIHCN_01203,PBHEHNGA_04110,DALMCLCA_03506,ONIJJAOC_01905,OLEGOONE_01732,CMJCGDBJ_04224,FDIPHMPI_03533,GAFMEKNJ_03773,JJCAEOCL_01081,FIMNDECN_04166,BOLFLKJN_03996,MONHGDDE_02318,HENDCIDF_02500,BGHDJHLL_02141,MLDDBGFK_04204,OBCFPDNM_02418,PDLMEAGH_03723,MIEBPKLG_04141,FAKIMOAG_04287,AAJLDHNL_04246,HFELHBKN_03517,FPIHAPOB_02763,PLNCNKBH_03185,IMMFCMMB_01174,BDMJLJKB_04200,MDDFFGJE_04403,ADGPNKPL_04130,MFAJDMJN_02154,HOGJFGMH_01604,BFJHMAPM_03226,JFGMPIEF_00073,DOHFHPBA_04168,OAICLECK_04046,HGGDPEND_04098,PGNFGNII_04065,PDCFMNHJ_02456
chbA_2,chbA_2,PTS system NN'-diacetylchitobiose-specific EIIA component,39,39,1,1,5862,,,,306,306,306,COBAIANA_02355,NCDGGIKE_00455,KEJBGJNJ_02389,JELDIHCN_03959,PBHEHNGA_02358,DALMCLCA_01746,ONIJJAOC_03784,OLEGOONE_00322,CMJCGDBJ_01987,FDIPHMPI_03284,GAFMEKNJ_00104,JJCAEOCL_03717,FIMNDECN_01129,BOLFLKJN_03236,MONHGDDE_04302,HENDCIDF_03969,BGHDJHLL_04160,MLDDBGFK_00258,OBCFPDNM_00918,PDLMEAGH_00082,MIEBPKLG_02389,FAKIMOAG_02042,AAJLDHNL_00372,HFELHBKN_00556,FPIHAPOB_00099,PLNCNKBH_00971,IMMFCMMB_02174,BDMJLJKB_00731,MDDFFGJE_00712,ADGPNKPL_01618,MFAJDMJN_04166,HOGJFGMH_02624,BFJHMAPM_03796,JFGMPIEF_02631,DOHFHPBA_01600,OAICLECK_01785,HGGDPEND_02375,PGNFGNII_01052,PDCFMNHJ_01501
group_2703,,hypothetical protein,39,39,1,1,5860,,,,306,306,306,COBAIANA_01308,NCDGGIKE_02282,KEJBGJNJ_00238,JELDIHCN_00136,PBHEHNGA_00693,DALMCLCA_03959,ONIJJAOC_02066,OLEGOONE_01432,CMJCGDBJ_04316,FDIPHMPI_01571,GAFMEKNJ_02090,JJCAEOCL_00358,FIMNDECN_03589,BOLFLKJN_04237,MONHGDDE_01289,HENDCIDF_00884,BGHDJHLL_00732,MLDDBGFK_01705,OBCFPDNM_00743,PDLMEAGH_01378,MIEBPKLG_00264,FAKIMOAG_01283,AAJLDHNL_02253,HFELHBKN_00508,FPIHAPOB_00321,PLNCNKBH_00838,IMMFCMMB_01781,BDMJLJKB_00264,MDDFFGJE_02688,ADGPNKPL_00264,MFAJDMJN_00728,HOGJFGMH_00788,BFJHMAPM_00419,JFGMPIEF_00821,DOHFHPBA_00529,OAICLECK_00229,HGGDPEND_00834,PGNFGNII_00529,PDCFMNHJ_00528
celA_2,celA_2,PTS system cellobiose-specific EIIB component,39,39,1,1,5854,,,,309,309,309,COBAIANA_04133,NCDGGIKE_03597,KEJBGJNJ_04120,JELDIHCN_01862,PBHEHNGA_04037,DALMCLCA_00634,ONIJJAOC_01868,OLEGOONE_03934,8_refound_191,FDIPHMPI_00280,GAFMEKNJ_03743,JJCAEOCL_03893,FIMNDECN_04113,BOLFLKJN_03848,MONHGDDE_02248,HENDCIDF_02425,BGHDJHLL_02080,MLDDBGFK_04155,OBCFPDNM_02332,PDLMEAGH_03639,MIEBPKLG_04091,FAKIMOAG_04222,AAJLDHNL_04184,HFELHBKN_03324,FPIHAPOB_01300,PLNCNKBH_02826,IMMFCMMB_01143,BDMJLJKB_04171,MDDFFGJE_04345,ADGPNKPL_04075,MFAJDMJN_02080,HOGJFGMH_01538,BFJHMAPM_01146,JFGMPIEF_00114,DOHFHPBA_04139,OAICLECK_03994,HGGDPEND_04069,PGNFGNII_04036,PDCFMNHJ_04008
hfq,hfq,RNA-binding protein Hfq,39,39,1,1,5853,,,,309,309,309,COBAIANA_02457,NCDGGIKE_00354,KEJBGJNJ_02481,JELDIHCN_00847,PBHEHNGA_02450,DALMCLCA_01654,ONIJJAOC_03885,OLEGOONE_00424,CMJCGDBJ_00148,FDIPHMPI_03386,GAFMEKNJ_00206,JJCAEOCL_02283,FIMNDECN_01230,BOLFLKJN_02643,MONHGDDE_04394,HENDCIDF_03877,BGHDJHLL_04068,MLDDBGFK_00350,OBCFPDNM_00826,PDLMEAGH_00185,MIEBPKLG_02481,FAKIMOAG_01940,AAJLDHNL_00464,HFELHBKN_00648,FPIHAPOB_00007,PLNCNKBH_01100,IMMFCMMB_02082,BDMJLJKB_00823,MDDFFGJE_00804,ADGPNKPL_01710,MFAJDMJN_04074,HOGJFGMH_02726,BFJHMAPM_02798,JFGMPIEF_02530,DOHFHPBA_01692,OAICLECK_01877,HGGDPEND_02467,PGNFGNII_01144,PDCFMNHJ_01593
